Store,Date,Total_Produce_Sales
S0004,2015-09-01,189958.83
S0005,2015-09-01,269136.49
S0006,2015-09-01,263607.38
S0007,2015-09-01,249357.13
S0008,2015-09-01,290211.69
S0009,2015-09-01,339641.01
S0010,2015-09-01,205619
S0011,2015-09-01,155882.1
S0012,2015-09-01,327567.79
S0013,2015-09-01,253211.87
S0014,2015-09-01,263997.16
S0015,2015-09-01,319184.08
S0016,2015-09-01,145688.16
S0017,2015-09-01,347492.33
S0018,2015-09-01,189436.63
S0019,2015-09-01,137082.83
S0020,2015-09-01,207029.22
S0021,2015-09-01,258081.43
S0022,2015-09-01,195434.07
S0023,2015-09-01,141146.39
S0024,2015-09-01,210338.36
S0025,2015-09-01,267041.79
S0026,2015-09-01,187198.73
S0027,2015-09-01,275445.91
S0028,2015-09-01,156905.06
S0029,2015-09-01,251039.71
S0030,2015-09-01,207282.49
S0031,2015-09-01,198586.43
S0032,2015-09-01,194684.08
S0033,2015-09-01,285868.93
S0034,2015-09-01,269010.85
S0035,2015-09-01,118453.19
S0036,2015-09-01,136960.58
S0037,2015-09-01,281530.44
S0038,2015-09-01,165279.17
S0039,2015-09-01,104670.98
S0040,2015-09-01,335374.01
S0041,2015-09-01,191464.19
S0042,2015-09-01,282190.18
S0043,2015-09-01,248951.61
S0044,2015-09-01,278775.35
S0045,2015-09-01,364686.74
S0046,2015-09-01,379691.93
S0047,2015-09-01,357028.28
S0048,2015-09-01,269716
S0049,2015-09-01,197795.12
S0050,2015-09-01,509076.18
S0051,2015-09-01,309465.61
S0052,2015-09-01,526454.96
S0053,2015-09-01,205538.9
S0054,2015-09-01,333587.66
S0055,2015-09-01,331730.17
S0056,2015-09-01,214371.29
S0057,2015-09-01,278679.99
S0058,2015-09-01,223566.29
S0059,2015-09-01,258010.37
S0060,2015-09-01,269452.36
S0061,2015-09-01,318031.24
S0062,2015-09-01,209350.37
S0063,2015-09-01,219433.43
S0064,2015-09-01,212345.2
S0065,2015-09-01,321302.97
S0066,2015-09-01,233167.56
S0067,2015-09-01,221737.82
S0068,2015-09-01,368547.86
S0069,2015-09-01,250610.15
S0070,2015-09-01,296149.13
S0071,2015-09-01,223415.28
S0072,2015-09-01,294783.27
S0073,2015-09-01,341526.69
S0074,2015-09-01,134296.73
S0075,2015-09-01,256645.1
S0076,2015-09-01,201441.62
S0077,2015-09-01,287448.74
S0078,2015-09-01,182609.4
S0079,2015-09-01,164324.99
S0080,2015-09-01,83680.11
S0081,2015-09-01,134426.2
S0082,2015-09-01,267606.89
S0083,2015-09-01,173405.51
S0084,2015-09-01,172297.89
S0085,2015-09-01,208254.09
S0001,2015-10-01,168859.19
S0002,2015-10-01,128491.04
S0003,2015-10-01,274197.96
S0004,2015-10-01,202815.38
S0005,2015-10-01,271958.13
S0006,2015-10-01,259494.96
S0007,2015-10-01,240979.3
S0008,2015-10-01,282892.42
S0009,2015-10-01,341051.31
S0010,2015-10-01,201775.2
S0011,2015-10-01,157842.2
S0012,2015-10-01,360891.46
S0013,2015-10-01,275999.82
S0014,2015-10-01,254269.67
S0015,2015-10-01,312978.31
S0016,2015-10-01,144420.48
S0017,2015-10-01,315919.89
S0018,2015-10-01,198069.02
S0019,2015-10-01,140204.66
S0020,2015-10-01,196546.67
S0021,2015-10-01,251356.41
S0022,2015-10-01,205284.08
S0023,2015-10-01,143988.23
S0024,2015-10-01,202197.89
S0025,2015-10-01,258693.88
S0026,2015-10-01,182985.77
S0027,2015-10-01,270856.95
S0028,2015-10-01,158970.51
S0029,2015-10-01,245112.44
S0030,2015-10-01,223397.61
S0031,2015-10-01,195380.16
S0032,2015-10-01,172931.51
S0033,2015-10-01,276840.07
S0034,2015-10-01,273037.15
S0035,2015-10-01,117904.58
S0036,2015-10-01,133896.08
S0037,2015-10-01,255480.95
S0038,2015-10-01,159101.43
S0039,2015-10-01,88845.56
S0040,2015-10-01,330845.28
S0041,2015-10-01,188014.83
S0042,2015-10-01,280614.6
S0043,2015-10-01,206751.81
S0044,2015-10-01,289030.41
S0045,2015-10-01,257694.89
S0046,2015-10-01,360233.47
S0047,2015-10-01,343171.8
S0048,2015-10-01,250704.78
S0049,2015-10-01,176714.79
S0050,2015-10-01,508737.22
S0051,2015-10-01,298010.21
S0052,2015-10-01,475905.02
S0053,2015-10-01,202828.64
S0054,2015-10-01,329752.6
S0055,2015-10-01,345470.83
S0056,2015-10-01,203527.15
S0057,2015-10-01,289748.56
S0058,2015-10-01,222113.63
S0059,2015-10-01,266194.03
S0060,2015-10-01,264982.83
S0061,2015-10-01,323771.04
S0062,2015-10-01,200395.31
S0063,2015-10-01,222598.9
S0064,2015-10-01,209941.98
S0065,2015-10-01,316967.62
S0066,2015-10-01,222217.58
S0067,2015-10-01,218016.56
S0068,2015-10-01,354609.64
S0069,2015-10-01,239975.76
S0070,2015-10-01,291352.99
S0071,2015-10-01,222010.16
S0072,2015-10-01,309365.6
S0073,2015-10-01,339638.08
S0074,2015-10-01,138290.07
S0075,2015-10-01,274297.98
S0076,2015-10-01,196754.65
S0077,2015-10-01,266095.38
S0078,2015-10-01,179211.26
S0079,2015-10-01,165806.62
S0080,2015-10-01,80916.98
S0081,2015-10-01,134032.57
S0082,2015-10-01,266371.36
S0083,2015-10-01,172015.46
S0084,2015-10-01,167181.91
S0085,2015-10-01,211179.41
S0001,2015-11-01,181650.48
S0002,2015-11-01,140368.73
S0003,2015-11-01,290358.17
S0004,2015-11-01,220509.94
S0005,2015-11-01,349996.65
S0006,2015-11-01,258834.2
S0007,2015-11-01,258834.08
S0008,2015-11-01,305418.65
S0009,2015-11-01,365319.23
S0010,2015-11-01,211471.9
S0011,2015-11-01,175645.21
S0012,2015-11-01,361396.67
S0013,2015-11-01,300912.87
S0014,2015-11-01,265148.79
S0015,2015-11-01,344469.49
S0016,2015-11-01,160273.12
S0017,2015-11-01,330049.97
S0018,2015-11-01,207365.62
S0019,2015-11-01,147618.22
S0020,2015-11-01,211189.83
S0021,2015-11-01,256133.22
S0022,2015-11-01,209498.59
S0023,2015-11-01,160337.57
S0024,2015-11-01,214492.94
S0025,2015-11-01,277795.35
S0026,2015-11-01,191450.31
S0027,2015-11-01,298610.36
S0028,2015-11-01,165269.72
S0029,2015-11-01,267450.91
S0030,2015-11-01,232561.81
S0031,2015-11-01,203859.29
S0032,2015-11-01,177937.36
S0033,2015-11-01,306605.83
S0034,2015-11-01,296386.91
S0035,2015-11-01,126490.14
S0036,2015-11-01,137345.53
S0037,2015-11-01,293035.46
S0038,2015-11-01,172664.7
S0039,2015-11-01,81287.32
S0040,2015-11-01,368504.12
S0041,2015-11-01,192982.14
S0042,2015-11-01,301319.73
S0043,2015-11-01,232364.47
S0044,2015-11-01,310971.65
S0045,2015-11-01,300558.92
S0046,2015-11-01,396642.28
S0047,2015-11-01,375529.55
S0048,2015-11-01,277422.94
S0049,2015-11-01,185863.21
S0050,2015-11-01,550362.43
S0051,2015-11-01,324773.17
S0052,2015-11-01,529796.57
S0053,2015-11-01,215185.37
S0054,2015-11-01,346217.93
S0055,2015-11-01,356267.15
S0056,2015-11-01,213700.2
S0057,2015-11-01,304734.27
S0058,2015-11-01,239225.61
S0059,2015-11-01,289354.24
S0060,2015-11-01,284322.6
S0061,2015-11-01,351922.78
S0062,2015-11-01,223501.23
S0063,2015-11-01,223468.31
S0064,2015-11-01,225723.65
S0065,2015-11-01,359510.02
S0066,2015-11-01,242198.37
S0067,2015-11-01,231669.86
S0068,2015-11-01,383814.28
S0069,2015-11-01,263121.38
S0070,2015-11-01,319155.89
S0071,2015-11-01,245445.25
S0072,2015-11-01,352904.63
S0073,2015-11-01,367963.53
S0074,2015-11-01,143332.95
S0075,2015-11-01,294439.78
S0076,2015-11-01,215497.95
S0077,2015-11-01,288729.99
S0078,2015-11-01,184178.56
S0079,2015-11-01,172595.45
S0080,2015-11-01,83409.46
S0081,2015-11-01,139424.09
S0082,2015-11-01,294103.92
S0083,2015-11-01,179898.04
S0084,2015-11-01,177058.46
S0085,2015-11-01,221695.29
S0001,2015-12-01,169543.65
S0002,2015-12-01,129998.42
S0003,2015-12-01,265918.97
S0004,2015-12-01,229115.19
S0005,2015-12-01,303111.05
S0006,2015-12-01,254882.74
S0007,2015-12-01,242935.99
S0008,2015-12-01,265587.52
S0009,2015-12-01,358605.63
S0010,2015-12-01,192532.35
S0011,2015-12-01,164333.56
S0012,2015-12-01,344848.12
S0013,2015-12-01,280750.3
S0014,2015-12-01,262196.04
S0015,2015-12-01,338258.03
S0016,2015-12-01,152838.68
S0017,2015-12-01,291627.46
S0018,2015-12-01,200668.33
S0019,2015-12-01,137053.9
S0020,2015-12-01,199612.19
S0021,2015-12-01,234309.92
S0022,2015-12-01,202772.02
S0023,2015-12-01,150173.07
S0024,2015-12-01,204648.17
S0025,2015-12-01,245615.75
S0026,2015-12-01,182194.61
S0027,2015-12-01,273895.68
S0028,2015-12-01,152615.75
S0029,2015-12-01,274974.18
S0030,2015-12-01,207616.62
S0031,2015-12-01,181241.57
S0032,2015-12-01,168199.55
S0033,2015-12-01,289355.38
S0034,2015-12-01,268058.05
S0035,2015-12-01,117649.31
S0036,2015-12-01,121856.2
S0037,2015-12-01,283379.09
S0038,2015-12-01,157225.88
S0039,2015-12-01,118653.17
S0040,2015-12-01,349656.03
S0041,2015-12-01,173929.09
S0042,2015-12-01,298226.87
S0043,2015-12-01,219707.41
S0044,2015-12-01,291425.3
S0045,2015-12-01,279564.66
S0046,2015-12-01,364177.58
S0047,2015-12-01,349517.95
S0048,2015-12-01,258539.67
S0049,2015-12-01,169497.33
S0050,2015-12-01,497342.6
S0051,2015-12-01,310290.6
S0052,2015-12-01,486623.14
S0053,2015-12-01,202628.49
S0054,2015-12-01,316278.5
S0055,2015-12-01,334869.22
S0056,2015-12-01,190178.07
S0057,2015-12-01,297894.7
S0058,2015-12-01,228727.37
S0059,2015-12-01,263931.33
S0060,2015-12-01,268241.95
S0061,2015-12-01,344206.91
S0062,2015-12-01,215445.72
S0063,2015-12-01,180857.02
S0064,2015-12-01,221921.67
S0065,2015-12-01,318537.54
S0066,2015-12-01,219716.51
S0067,2015-12-01,211376.13
S0068,2015-12-01,356279.28
S0069,2015-12-01,238159.21
S0070,2015-12-01,298085.71
S0071,2015-12-01,222541.93
S0072,2015-12-01,313644.56
S0073,2015-12-01,333378.05
S0074,2015-12-01,135065.67
S0075,2015-12-01,285267.46
S0076,2015-12-01,206823.43
S0077,2015-12-01,263951.32
S0078,2015-12-01,166068.56
S0079,2015-12-01,169373.41
S0080,2015-12-01,75059.58
S0081,2015-12-01,125102.74
S0082,2015-12-01,269887.39
S0083,2015-12-01,164518.54
S0084,2015-12-01,154882.3
S0085,2015-12-01,202648.71
